obj_ID,alpha,delta,u,g,r,i,z,redshift,a,b,c,class_GALAXY,class_QSO,class_STAR
1.2376632049208525e+18,15.3429072623888,0.794881721676044,18.74547,17.49025,16.89122,16.5735,16.2991,0.04200241,-0.6542175051138273,0.25003293050026726,0.7137807714334197,1.0,0.0,0.0
1.2376639184148234e+18,120.365538286421,55.660432418545,19.99985,19.68133,19.50156,19.17364,19.16122,1.633797,0.34872709965014614,0.5256193782440053,-0.7759598437960449,0.0,1.0,0.0
1.2376554728930675e+18,245.610038285505,42.9747864692766,23.11792,20.81292,18.88351,18.12335,17.68182,0.4548521,0.4507504345393555,0.28626022421807,-0.8455052511919736,1.0,0.0,0.0
1.2376604137193477e+18,127.957355673887,6.64770319681451,21.94454,21.01012,20.93496,20.93184,20.56855,2.608515,-0.6180618962554567,0.7006482891449473,0.35649890226390235,0.0,1.0,0.0
1.2376648804935928e+18,159.174525711413,35.8818457373179,18.89945,17.68422,17.02925,16.6,16.36798,0.08380446,0.12209616953563658,-0.21123379742013562,-0.9697797730475689,1.0,0.0,0.0
1.2376637841994552e+18,4.65528524679219,0.0897975092669783,24.70919,22.24174,20.71423,19.74283,19.44798,0.5960865,-0.05684275339129574,-0.9943475042808093,0.08967687615780419,1.0,0.0,0.0
1.2376805291992686e+18,333.367856991256,25.6167077517977,21.99712,21.86035,21.68574,21.34118,21.49415,1.315812,0.8287152595977135,0.3110187776455445,0.4652938194966332,0.0,1.0,0.0
1.237648704066093e+18,242.469350464991,-0.350303049311907,18.08347,17.90151,17.79097,17.82611,17.66324,0.9256227,-0.7924314702861286,-0.5042600108924704,-0.34318246795967045,0.0,1.0,0.0
1.2376637836617976e+18,2.96625143053811,-0.326487009360677,20.06307,18.29998,17.47524,17.08221,16.77426,0.07021415,-0.9326518996021526,0.16522910343718375,-0.32071759781128456,1.0,0.0,0.0
1.2376802457438129e+18,7.73894250113824,19.4403344950107,20.88041,20.6957,20.21216,20.12515,19.7371,1.196606,0.09533024306011871,0.8250178498744792,0.5570078025904035,0.0,1.0,0.0
1.2376517373846487e+18,219.008405904559,2.85161279237179,17.16901,15.28423,14.4411,14.04219,13.71016,0.02877122,-0.5933429002904163,0.7524536954709541,0.28593292718234103,1.0,0.0,0.0
1.2376570700892083e+18,36.1045274860105,-0.46343863412936,22.2763,21.2764,19.89443,19.10633,18.80666,0.5399575,-0.021276876983303196,-0.8942675484416447,-0.4470266729290413,1.0,0.0,0.0
1.2376570700892083e+18,36.1843850721353,-0.570908741178961,21.10878,20.21294,19.1086,18.72186,18.28938,0.3098973,0.04715278303154122,-0.84008797751057,-0.5403968958965072,1.0,0.0,0.0
1.2376576284489807e+18,161.715741745924,49.4450251948216,21.95001,21.25988,21.41098,20.72602,19.3279,0.2302484,-0.051963839966772556,-0.6799039501487678,-0.7314577075320278,1.0,0.0,0.0
1.237671939263365e+18,238.272538512512,60.4304346381893,24.33053,20.73237,20.00467,19.79232,19.72585,-0.0004476581,-0.6519908154932367,0.34651159237748486,-0.6744165573742121,0.0,0.0,1.0
1.237667142857917e+18,119.939461714885,15.4762392943678,19.94889,18.38505,17.23578,16.71007,16.35251,0.1950059,-0.8251567006936427,-0.5161149597040628,0.2296557590613736,1.0,0.0,0.0
1.2376786174341284e+18,37.2412797443075,0.899930603564658,19.82046,18.70177,18.43481,18.33342,18.31671,-0.0005641218,0.5576408751579242,-0.27477843739032315,0.7832837702253486,0.0,0.0,1.0
1.237659331383395e+18,234.991496094357,49.2025580605474,25.0001,24.71972,22.34801,20.81903,19.84421,0.6860332,-0.3935447222587749,0.2857072032466084,-0.8737814060709148,1.0,0.0,0.0
1.2376785975479508e+18,347.137419891307,2.71325598018093,22.17253,21.73794,21.52853,20.93229,21.02015,1.690922,-0.007794153901063178,-0.9096244926016561,0.41535831955571345,0.0,1.0,0.0
1.2376793217879247e+18,35.797706392541,-5.55029730843763,21.46764,22.2272,21.81949,20.9404,20.31936,1.029611,-0.24127173891586204,-0.7029947660391344,0.6690189137252391,1.0,0.0,0.0
1.237651737374491e+18,195.837735949682,3.25389240414803,19.42153,17.85324,17.07555,16.69907,16.42781,0.07276948,-0.48666672484268847,-0.8663701231572756,-0.11206385961289304,1.0,0.0,0.0
1.2376613865457592e+18,249.987248332335,32.6370397378707,25.14611,23.25719,21.60558,20.40158,19.74303,0.738187,0.07831605825168189,-0.33352877176462065,0.9394813214881405,1.0,0.0,0.0
1.237651755078386e+18,167.03036238728,3.40185779032104,19.65425,19.20237,19.0039,19.01337,18.81535,2.217945,0.8357200326785035,0.4851286578257,-0.25733676833300695,0.0,1.0,0.0
1.2376583000559457e+18,124.285655417722,4.14344660542365,18.15868,16.82936,16.11033,15.76341,15.47473,0.07486749,-0.10319825715675175,0.5287649213302051,-0.8424712325595877,1.0,0.0,0.0
1.237658187314824e+18,84.7899817660674,-0.34695158448714,21.85866,19.04264,17.60702,16.28225,15.57963,2.97483e-05,-0.9399010156987462,0.03104670391280312,-0.3400326202949006,0.0,0.0,1.0
1.2376651011373135e+18,214.151760332772,30.5335328731526,20.61869,18.53846,17.34015,16.86768,16.55301,0.168337,0.550233889426812,0.31757579861778434,-0.7722617943796776,1.0,0.0,0.0
1.237663783143211e+18,44.718732377073,-0.797784065503382,21.19602,20.00269,20.00953,20.0591,20.08414,-0.0006675281,0.5173438146097445,0.4690103859110669,-0.7158104744920896,0.0,0.0,1.0
1.23765547289215e+18,243.659389324329,44.386875806333,20.25681,18.39033,17.45192,17.06524,16.71983,0.1003684,0.16996238352798143,-0.9034196456898286,0.39363146719635106,1.0,0.0,0.0
1.2376619674263224e+18,173.362623332832,42.0266766032619,20.57269,18.59499,17.55154,17.10858,16.73921,0.129432,0.3150240259831705,0.2041621510466407,-0.9268644340643153,1.0,0.0,0.0
1.23765707009183e+18,42.2010179867224,-0.485336365257505,20.63408,19.20617,18.51065,18.19799,17.98301,0.02441009,-0.18480422475507569,-0.8649969001444563,-0.4665059069863501,1.0,0.0,0.0
1.237667211590108e+18,151.398537910449,25.7482850895969,24.70739,23.60133,22.31866,22.34085,20.89866,0.9731428,0.6728879112452885,0.46241544190592465,0.577402648060174,1.0,0.0,0.0
1.2376613607641585e+18,211.33587226989,43.6226720169255,24.05437,22.11757,20.64362,19.55531,19.27678,0.5269095,-0.6183505803672154,-0.7027037071159372,-0.3519233720073832,1.0,0.0,0.0
1.2376786222402117e+18,29.4421388349231,3.99034771101876,23.77019,22.59222,22.53081,22.69344,21.55517,1.329141,0.25919339872435987,0.6079731071903756,-0.7504581820401421,1.0,0.0,0.0
1.2376529469192271e+18,9.67922265937487,-10.5847543146933,20.27913,18.51267,17.67657,17.35493,17.09965,0.1287744,0.386503062619841,0.10052242094745854,0.9167936657025643,1.0,0.0,0.0
1.2376794334441638e+18,358.788506132582,-3.67743595768511,21.14275,20.26575,20.07685,19.99558,19.84567,2.940555,-0.6860906218158271,-0.5182679666907469,0.510566326111124,0.0,1.0,0.0
1.2376803139147533e+18,27.4205856867438,29.6276082520957,21.02963,21.31127,21.14213,20.96331,20.40154,0.0,0.1418226747259066,-0.16266702533827615,-0.9764352348216375,1.0,0.0,0.0
1.2376785980937997e+18,7.52618875255325,3.26442958918242,21.42885,21.02341,20.52487,20.59163,20.52107,1.055445,-0.31952829634847224,-0.9396214633195095,-0.12252825593285208,0.0,1.0,0.0
1.2376637852772595e+18,14.0200088702265,0.857392061921535,19.26216,18.99417,19.02277,18.95411,18.89231,0.694382,0.07649433259380253,0.6499255569292058,0.7561384711356052,0.0,1.0,0.0
1.2376646695078464e+18,152.031447330611,35.8257134255248,20.57939,18.70012,17.54999,17.05457,16.7061,0.1587582,-0.09819897944972893,-0.28136095241232223,-0.9545642853640935,1.0,0.0,0.0
1.2376576069613655e+18,125.436304460874,37.5144703964365,21.08846,20.93559,20.9081,20.53482,20.53682,1.71852,0.9576952095775559,-0.22161474885806115,-0.18359408661713417,0.0,1.0,0.0
1.2376789202034363e+18,357.091553643167,12.8822841389676,21.14859,20.28658,20.02717,19.93353,19.82408,-0.0003335986,0.47294041810725795,-0.8245012085018276,0.31068491772140744,0.0,0.0,1.0
1.237655109444305e+18,152.854621265218,56.7685462726232,18.41507,17.2726,16.82524,16.52581,16.2928,0.04633698,-0.45703535050654337,0.8622912819210028,0.21811105774443154,1.0,0.0,0.0
1.2376794597533947e+18,22.8372281863594,18.502220726471,25.05489,23.0395,21.59506,21.18314,20.55538,0.4687064,-0.6233356701107785,-0.7039779904796661,-0.34039334788999276,1.0,0.0,0.0
