obj_ID,alpha,delta,u,g,r,i,z,class,redshift
1.2376632049208525e+18,15.3429072623888,0.794881721676044,18.74547,17.49025,16.89122,16.5735,16.2991,GALAXY,0.04200241
1.2376639184148234e+18,120.365538286421,55.660432418545,19.99985,19.68133,19.50156,19.17364,19.16122,QSO,1.633797
1.2376554728930675e+18,245.610038285505,42.9747864692766,23.11792,20.81292,18.88351,18.12335,17.68182,GALAXY,0.4548521
1.2376604137193477e+18,127.957355673887,6.64770319681451,21.94454,21.01012,20.93496,20.93184,20.56855,QSO,2.608515
1.2376648804935928e+18,159.174525711413,35.8818457373179,18.89945,17.68422,17.02925,16.6,16.36798,GALAXY,0.08380446
1.2376637841994552e+18,4.65528524679219,0.0897975092669783,24.70919,22.24174,20.71423,19.74283,19.44798,GALAXY,0.5960865
1.2376805291992686e+18,333.367856991256,25.6167077517977,21.99712,21.86035,21.68574,21.34118,21.49415,QSO,1.315812
1.237648704066093e+18,242.469350464991,-0.350303049311907,18.08347,17.90151,17.79097,17.82611,17.66324,QSO,0.9256227
1.2376637836617976e+18,2.96625143053811,-0.326487009360677,20.06307,18.29998,17.47524,17.08221,16.77426,GALAXY,0.07021415
1.2376802457438129e+18,7.73894250113824,19.4403344950107,20.88041,20.6957,20.21216,20.12515,19.7371,QSO,1.196606
1.2376517373846487e+18,219.008405904559,2.85161279237179,17.16901,15.28423,14.4411,14.04219,13.71016,GALAXY,0.02877122
1.2376570700892083e+18,36.1045274860105,-0.46343863412936,22.2763,21.2764,19.89443,19.10633,18.80666,GALAXY,0.5399575
1.2376570700892083e+18,36.1843850721353,-0.570908741178961,21.10878,20.21294,19.1086,18.72186,18.28938,GALAXY,0.3098973
1.2376576284489807e+18,161.715741745924,49.4450251948216,21.95001,21.25988,21.41098,20.72602,19.3279,GALAXY,0.2302484
1.237671939263365e+18,238.272538512512,60.4304346381893,24.33053,20.73237,20.00467,19.79232,19.72585,STAR,-0.0004476581
1.237667142857917e+18,119.939461714885,15.4762392943678,19.94889,18.38505,17.23578,16.71007,16.35251,GALAXY,0.1950059
1.2376786174341284e+18,37.2412797443075,0.899930603564658,19.82046,18.70177,18.43481,18.33342,18.31671,STAR,-0.0005641218
1.237659331383395e+18,234.991496094357,49.2025580605474,25.0001,24.71972,22.34801,20.81903,19.84421,GALAXY,0.6860332
1.2376785975479508e+18,347.137419891307,2.71325598018093,22.17253,21.73794,21.52853,20.93229,21.02015,QSO,1.690922
1.2376793217879247e+18,35.797706392541,-5.55029730843763,21.46764,22.2272,21.81949,20.9404,20.31936,GALAXY,1.029611
1.237651737374491e+18,195.837735949682,3.25389240414803,19.42153,17.85324,17.07555,16.69907,16.42781,GALAXY,0.07276948
1.2376613865457592e+18,249.987248332335,32.6370397378707,25.14611,23.25719,21.60558,20.40158,19.74303,GALAXY,0.738187
1.237651755078386e+18,167.03036238728,3.40185779032104,19.65425,19.20237,19.0039,19.01337,18.81535,QSO,2.217945
1.2376583000559457e+18,124.285655417722,4.14344660542365,18.15868,16.82936,16.11033,15.76341,15.47473,GALAXY,0.07486749
1.237658187314824e+18,84.7899817660674,-0.34695158448714,21.85866,19.04264,17.60702,16.28225,15.57963,STAR,2.97483e-05
1.2376651011373135e+18,214.151760332772,30.5335328731526,20.61869,18.53846,17.34015,16.86768,16.55301,GALAXY,0.168337
1.237663783143211e+18,44.718732377073,-0.797784065503382,21.19602,20.00269,20.00953,20.0591,20.08414,STAR,-0.0006675281
1.23765547289215e+18,243.659389324329,44.386875806333,20.25681,18.39033,17.45192,17.06524,16.71983,GALAXY,0.1003684
1.2376619674263224e+18,173.362623332832,42.0266766032619,20.57269,18.59499,17.55154,17.10858,16.73921,GALAXY,0.129432
1.23765707009183e+18,42.2010179867224,-0.485336365257505,20.63408,19.20617,18.51065,18.19799,17.98301,GALAXY,0.02441009
1.237667211590108e+18,151.398537910449,25.7482850895969,24.70739,23.60133,22.31866,22.34085,20.89866,GALAXY,0.9731428
1.2376613607641585e+18,211.33587226989,43.6226720169255,24.05437,22.11757,20.64362,19.55531,19.27678,GALAXY,0.5269095
1.2376786222402117e+18,29.4421388349231,3.99034771101876,23.77019,22.59222,22.53081,22.69344,21.55517,GALAXY,1.329141
1.2376529469192271e+18,9.67922265937487,-10.5847543146933,20.27913,18.51267,17.67657,17.35493,17.09965,GALAXY,0.1287744
1.2376794334441638e+18,358.788506132582,-3.67743595768511,21.14275,20.26575,20.07685,19.99558,19.84567,QSO,2.940555
1.2376803139147533e+18,27.4205856867438,29.6276082520957,21.02963,21.31127,21.14213,20.96331,20.40154,GALAXY,0.0
1.2376785980937997e+18,7.52618875255325,3.26442958918242,21.42885,21.02341,20.52487,20.59163,20.52107,QSO,1.055445
1.2376637852772595e+18,14.0200088702265,0.857392061921535,19.26216,18.99417,19.02277,18.95411,18.89231,QSO,0.694382
1.2376646695078464e+18,152.031447330611,35.8257134255248,20.57939,18.70012,17.54999,17.05457,16.7061,GALAXY,0.1587582
1.2376576069613655e+18,125.436304460874,37.5144703964365,21.08846,20.93559,20.9081,20.53482,20.53682,QSO,1.71852
1.2376789202034363e+18,357.091553643167,12.8822841389676,21.14859,20.28658,20.02717,19.93353,19.82408,STAR,-0.0003335986
1.237655109444305e+18,152.854621265218,56.7685462726232,18.41507,17.2726,16.82524,16.52581,16.2928,GALAXY,0.04633698
1.2376794597533947e+18,22.8372281863594,18.502220726471,25.05489,23.0395,21.59506,21.18314,20.55538,GALAXY,0.4687064
1.2376786007695035e+18,2.65531463684914,17.0199037938925,26.33816,21.7569,19.89272,19.0643,18.64448,GALAXY,0.4740236
1.2376637890244777e+18,111.188071065357,43.2447872572812,20.28515,19.65154,19.35507,19.02928,18.85023,QSO,1.640315
1.2376517363042232e+18,203.702181022024,2.21871552781801,27.12773,22.75538,20.68245,19.66587,19.42719,GALAXY,0.5240293
1.2376607653714327e+18,123.171866301821,25.8750642231293,20.47375,19.97891,19.94506,19.95413,19.83449,QSO,2.239711
1.237660962399912e+18,131.611672715754,31.1686012112556,19.99721,17.92748,16.76797,16.2922,15.93646,GALAXY,0.1467623
1.237653442987688e+18,357.100528009351,-8.83530102328985,17.81824,16.7052,16.31695,16.19374,16.148,STAR,-0.0001390112
1.2376613865364524e+18,229.85064405928,47.4102688243219,21.7119,21.26126,21.08325,21.19637,20.86976,QSO,1.352614
1.2376639162735004e+18,141.455265994567,65.6150404293457,19.64007,18.13849,17.44905,17.09127,16.77489,GALAXY,0.1142755
1.237665566075126e+18,226.373817788535,19.2661964550807,18.99122,17.55082,16.7046,16.24318,15.89558,GALAXY,0.09671067
1.2376637890258537e+18,112.838592716813,46.0448076558598,21.55104,20.2867,19.82398,19.60179,19.36035,QSO,2.63821
1.237664854183838e+18,222.784635123692,31.9546185149904,23.46338,21.83949,20.36412,19.13192,18.74379,GALAXY,0.5658262
1.237665026515403e+18,184.09634660563,36.1660334032314,26.0177,22.32205,20.54662,19.47447,18.98647,GALAXY,0.5759117
1.2376737383253284e+18,109.567464606236,29.8686384350952,19.92999,18.75244,18.68653,18.66577,18.7473,STAR,0.0001893921
1.2376593244209807e+18,250.001262370621,34.7856997609707,24.39482,22.00873,20.4474,18.90064,18.06322,STAR,-6.187311e-05
1.2376551244708577e+18,180.968748834734,4.21221754859995,20.6924,18.68706,17.5006,16.98456,16.59458,GALAXY,0.1604188
1.237662336261751e+18,252.755211583722,22.1054254606337,19.24437,17.84476,17.15234,16.77283,16.56017,GALAXY,0.1179339
1.237657627892581e+18,115.767017782229,23.0388653070089,22.52899,21.63074,21.52146,21.23156,20.98784,QSO,0.9195678
1.2376529334977823e+18,320.746253939423,-8.45538942935359,19.67838,17.63075,16.54655,16.09391,15.69743,GALAXY,0.1205991
1.2376623373286126e+18,239.751466811714,32.9189730582367,23.85279,26.21762,22.69427,21.07411,19.54151,GALAXY,0.9386613
1.2376637884928494e+18,119.731850983542,53.808629370114,21.58465,20.10609,19.8751,19.70786,19.99973,STAR,-9.15277e-05
1.2376613607652728e+18,214.734352084899,42.5751270693188,23.00161,21.64594,20.07536,19.22152,18.8502,GALAXY,0.4453937
1.2376672110495667e+18,142.794105183862,22.7548914389534,22.40577,21.63441,20.60844,19.74394,19.54434,GALAXY,0.4984436
1.237678600765244e+18,352.561536308643,16.635349874091,23.35083,21.85159,20.8734,19.8769,19.78409,GALAXY,0.6213913
1.237657070087898e+18,33.2177969747633,-0.426501891409358,24.8367,22.75175,20.91093,19.74516,19.27188,GALAXY,0.6151849
1.2376634631454067e+18,353.600728402364,1.16507520266783,20.64049,18.7562,17.73484,17.29932,16.92138,GALAXY,0.09978386
1.2376711232286886e+18,146.500278084041,13.1149612704594,20.50977,19.35494,18.85241,18.62476,18.59484,STAR,0.0004230188
1.2376717679990543e+18,229.179870696903,57.9143940006671,25.3665,22.09465,20.69348,19.79517,19.49469,GALAXY,0.4898618
1.2376517373903503e+18,232.025495964783,2.52836816793221,19.69697,18.49436,17.85507,17.48729,17.29202,GALAXY,0.09305454
1.2376788589909115e+18,319.225922922334,8.69326737658843,21.72821,19.68781,19.00372,18.46772,18.21941,STAR,4.227533e-05
1.237665443130049e+18,204.540045459637,29.497778696674,22.38201,21.95944,20.593,19.64428,19.23491,GALAXY,0.6767624
1.237664877804782e+18,148.425354250803,30.6464517925634,23.03679,21.99078,21.88016,21.93864,21.58805,QSO,2.476393
1.2376623019018816e+18,226.058217849009,44.3710917203741,22.25552,22.01545,21.82009,21.67541,21.13591,STAR,-0.0006710014
1.2376646743269706e+18,196.836238098786,37.788623888361,21.54471,20.26032,18.57252,17.97172,17.60233,GALAXY,0.3591494
1.2376785814431995e+18,9.69273712478173,25.8310428585534,23.61969,21.91835,20.33577,19.53593,18.93081,GALAXY,0.4896261
1.2376570700922885e+18,43.169490605581,-0.514346848026134,21.15018,20.58304,20.03462,19.94151,19.81473,GALAXY,0.251482
1.2376697627957663e+18,332.650298343039,6.38017675104732,22.42072,21.88556,21.11476,19.83921,19.52078,GALAXY,0.6991099
1.237668337400546e+18,247.58721463791,12.7083254379647,26.6328,22.04461,20.14032,19.31597,18.88245,GALAXY,0.4592627
1.237680242524029e+18,359.654862416641,-7.39244016697288,19.72329,17.61038,16.56762,16.08588,15.70683,GALAXY,0.117848
1.237661212044493e+18,217.135162589009,45.7512632216525,19.4732,17.91041,17.06734,16.67704,16.39842,GALAXY,0.1028892
1.2376802629283348e+18,4.1073101230475,-8.01151200527387,21.83434,19.33265,17.95414,17.4163,17.04915,GALAXY,0.2292398
1.2376639162675366e+18,123.374241047215,55.2790094556366,24.57909,21.72319,20.5964,19.51089,19.06796,STAR,0.0001629067
1.237678889600156e+18,38.3863421251351,-1.92471820407351,21.19584,20.96955,20.62744,20.60392,20.48339,QSO,1.026335
1.2376675492682135e+18,157.296622152958,21.4968598098681,21.42702,19.68608,18.27638,17.69165,17.30569,GALAXY,0.2101099
1.237680311234e+18,12.9293861663903,32.3368273135567,24.07974,22.81233,21.53308,20.07915,19.33478,STAR,-0.0002291878
1.237661354318234e+18,186.40296888238,58.3661074480708,23.6511,21.88422,21.69401,21.28307,21.00317,QSO,0.8093178
1.2376637825937577e+18,15.885367149415,-1.1037765485289,19.40684,18.66134,18.45513,18.15265,18.08929,GALAXY,0.06564931
1.2376556914001843e+18,214.897551221161,-2.92140175156524,24.56215,22.18669,20.93575,20.02653,19.56774,GALAXY,0.5363855
1.2376648740398712e+18,117.615485051154,15.7026265461781,25.86789,22.41307,20.73571,19.74916,19.34292,GALAXY,0.5954147
1.2376648176784512e+18,187.569636518433,36.4578856819804,26.7704,22.22242,19.91031,19.04527,18.46934,GALAXY,0.5289232
1.23766077288874e+18,168.435745705773,43.4981439783733,21.17332,20.76974,20.29243,20.28313,21.02854,GALAXY,0.2107039
1.237654383588344e+18,136.094571426204,52.8355113083566,21.85276,21.45148,21.346,21.05623,21.24408,QSO,1.657139
1.2376654410016364e+18,248.593993780421,13.5142579627842,20.32078,19.81091,19.75998,19.70918,19.5713,QSO,0.7593964
1.2376683325699528e+18,232.015955834503,12.3602864118907,21.12478,20.80195,19.67194,19.54709,19.60816,STAR,-0.0002448637
1.2376546026448486e+18,167.595278585065,5.74836016247079,20.62318,18.72775,17.50068,17.01704,16.65879,GALAXY,0.1520297
1.2376549505244209e+18,241.33437333597,54.6277360562003,24.2806,21.79079,20.16246,19.29823,18.81387,GALAXY,0.4670955
1.2376609629365212e+18,130.720565655127,31.2559065666291,20.81899,20.57924,20.16622,19.97892,19.9298,GALAXY,0.5071033
1.2376582044981663e+18,142.653830712185,41.222885570325,24.52292,22.43259,20.65683,19.64231,19.26083,GALAXY,0.5225694
1.237661137963385e+18,163.328610131539,40.3997885638671,20.1733,17.98786,16.90853,16.47371,16.11237,GALAXY,0.1280566
1.237665024364774e+18,175.473690183573,34.1042054546307,22.28051,22.03969,21.80414,21.40874,21.021,GALAXY,0.6961495
1.2376611368901673e+18,164.974370266152,39.8573802150656,19.5041,18.15057,17.37959,16.94639,16.66818,GALAXY,0.1095113
1.237661360766321e+18,217.68594124207,41.8454442163859,22.00389,21.50123,21.28987,21.4093,21.51633,QSO,0.8601341
1.2376613618339023e+18,199.26535431903,46.6361663769339,24.30131,21.03926,19.38387,18.68426,18.1893,GALAXY,0.4192467
1.2376648740460956e+18,130.202793781899,23.3629369666812,21.23257,20.28969,20.54507,20.61016,20.6844,STAR,-0.0002455583
1.2376795043121728e+18,343.640471206988,19.2301113856566,26.09653,21.74456,21.76722,22.36622,22.01529,QSO,0.02341211
1.2376529463803904e+18,5.13515977753745,-10.9660769850397,19.63472,18.64393,18.32735,18.25148,18.2107,STAR,-0.0004960553
1.237651540320518e+18,170.434302239455,67.9145047171705,17.13475,15.65394,15.1383,14.94128,14.87669,STAR,-9.718635e-05
1.2376562422349834e+18,334.509029953679,13.1891593441909,24.05835,22.29595,20.60607,19.65432,19.14367,GALAXY,0.5008268
1.2376712622736678e+18,136.004351908319,12.533880794434,25.16784,21.3405,19.67999,18.82919,18.41505,GALAXY,0.4613787
1.2376651285254643e+18,137.092295686591,25.2353012074803,22.38224,22.75058,22.41942,21.44115,21.00802,GALAXY,0.8782368
1.2376515397997696e+18,243.881180375234,52.4984797497505,23.94876,21.89834,20.2689,19.44431,19.18356,GALAXY,0.5292106
1.2376625295266286e+18,207.900688744697,13.5314295090658,23.83711,22.13163,20.8371,19.81563,19.60948,GALAXY,0.6374331
1.237665566608261e+18,217.518981441273,21.8057056710228,23.37691,22.53629,20.75921,19.69899,19.18051,GALAXY,0.5654051
1.237679317479064e+18,0.875274642172997,9.07064894927975,25.60107,21.99527,20.591,19.7687,19.31904,GALAXY,0.5466309
1.2376487217836209e+18,216.649928095686,0.306951914819851,22.7755,22.51658,20.96567,19.83308,19.39606,GALAXY,0.7384495
1.2376802516345165e+18,30.0729684093739,28.1804657743008,24.48585,22.24312,20.42552,19.53329,19.0239,GALAXY,0.4912781
